"";"Var1";"Var2";"value"
"7649";"Troides_rhadamantus";"Parnassius_honrathi";NA
"7650";"Troides_riedeli";"Parnassius_honrathi";NA
"7651";"Troides_haliphron";"Parnassius_honrathi";NA
"7652";"Troides_staudingeri";"Parnassius_honrathi";NA
"7653";"Meandrusa_payeni";"Parnassius_honrathi";NA
"7654";"Papilio_clytia";"Parnassius_honrathi";NA
"7655";"Papilio_paradoxa";"Parnassius_honrathi";NA
"7656";"Papilio_agestor";"Parnassius_honrathi";NA
"7657";"Papilio_epycides";"Parnassius_honrathi";NA
"7658";"Papilio_laglaizei";"Parnassius_honrathi";NA
"7659";"Papilio_troilus";"Parnassius_honrathi";NA
"7660";"Papilio_palamedes";"Parnassius_honrathi";NA
"7661";"Papilio_pilumnus";"Parnassius_honrathi";NA
"7662";"Papilio_multicaudata";"Parnassius_honrathi";NA
"7663";"Papilio_eurymedon";"Parnassius_honrathi";NA
"7664";"Papilio_rutulus";"Parnassius_honrathi";NA
"7665";"Papilio_glaucus";"Parnassius_honrathi";NA
"7666";"Papilio_scamander";"Parnassius_honrathi";NA
"7667";"Papilio_garamas";"Parnassius_honrathi";NA
"7668";"Papilio_victorinus";"Parnassius_honrathi";NA
"7669";"Papilio_homerus";"Parnassius_honrathi";NA
"7670";"Papilio_euterpinus";"Parnassius_honrathi";NA
"7671";"Papilio_hyppason";"Parnassius_honrathi";NA
"7672";"Papilio_andraemon";"Parnassius_honrathi";NA
"7673";"Papilio_paeon";"Parnassius_honrathi";NA
"7674";"Papilio_caiguanabus";"Parnassius_honrathi";NA
"7675";"Papilio_thoas";"Parnassius_honrathi";NA
"7676";"Papilio_homothoas";"Parnassius_honrathi";NA
"7677";"Papilio_cresphontes";"Parnassius_honrathi";NA
"7678";"Papilio_androgeus";"Parnassius_honrathi";NA
"7679";"Papilio_thersites";"Parnassius_honrathi";NA
"7680";"Papilio_aristodemus";"Parnassius_honrathi";NA
"7681";"Papilio_astyalus";"Parnassius_honrathi";NA
"7682";"Papilio_himeros";"Parnassius_honrathi";NA
"7683";"Papilio_torquatus";"Parnassius_honrathi";NA
"7684";"Papilio_hectorides";"Parnassius_honrathi";NA
"7685";"Papilio_oxynius";"Parnassius_honrathi";NA
"7686";"Papilio_pelaus";"Parnassius_honrathi";NA
"7687";"Papilio_isidorus";"Parnassius_honrathi";NA
"7688";"Papilio_anchisiades";"Parnassius_honrathi";NA
"7689";"Papilio_epenetus";"Parnassius_honrathi";NA
"7690";"Papilio_erostratus";"Parnassius_honrathi";NA
"7691";"Papilio_pharnaces";"Parnassius_honrathi";NA
"7692";"Papilio_alexanor";"Parnassius_honrathi";NA
"7693";"Papilio_anactus";"Parnassius_honrathi";NA
"7694";"Papilio_gigon";"Parnassius_honrathi";NA
"7695";"Papilio_noblei";"Parnassius_honrathi";NA
"7696";"Papilio_demolion";"Parnassius_honrathi";NA
"7697";"Papilio_delalandei";"Parnassius_honrathi";NA
"7698";"Papilio_lormieri";"Parnassius_honrathi";NA
"7699";"Papilio_rex";"Parnassius_honrathi";NA
"7700";"Papilio_phorcas";"Parnassius_honrathi";NA
"7701";"Papilio_meriones";"Parnassius_honrathi";NA
"7702";"Papilio_dardanus";"Parnassius_honrathi";NA
"7703";"Papilio_xuthus";"Parnassius_honrathi";NA
"7704";"Papilio_indra";"Parnassius_honrathi";NA
"7705";"Papilio_polyxenes";"Parnassius_honrathi";NA
"7706";"Papilio_zelicaon";"Parnassius_honrathi";NA
"7707";"Papilio_hospiton";"Parnassius_honrathi";NA
"7708";"Papilio_machaon";"Parnassius_honrathi";NA
"7709";"Papilio_hippocrates";"Parnassius_honrathi";NA
"7710";"Papilio_nobilis";"Parnassius_honrathi";NA
"7711";"Papilio_epiphorbas";"Parnassius_honrathi";NA
"7712";"Papilio_nireus";"Parnassius_honrathi";NA
"7713";"Papilio_oribazus";"Parnassius_honrathi";NA
"7714";"Papilio_montrouzieri";"Parnassius_honrathi";NA
"7715";"Papilio_crino";"Parnassius_honrathi";NA
"7716";"Papilio_blumei";"Parnassius_honrathi";NA
"7717";"Papilio_buddha";"Parnassius_honrathi";NA
"7718";"Papilio_palinurus";"Parnassius_honrathi";NA
"7719";"Papilio_neumoegeni";"Parnassius_honrathi";NA
"7720";"Papilio_lorquinianus";"Parnassius_honrathi";NA
"7721";"Papilio_peranthus";"Parnassius_honrathi";NA
"7722";"Papilio_arcturus";"Parnassius_honrathi";NA
"7723";"Papilio_polyctor";"Parnassius_honrathi";NA
"7724";"Papilio_bianor";"Parnassius_honrathi";NA
"7725";"Papilio_morondavana";"Parnassius_honrathi";NA
"7726";"Papilio_grosesmithi";"Parnassius_honrathi";NA
"7727";"Papilio_demoleus";"Parnassius_honrathi";NA
"7728";"Papilio_demodocus";"Parnassius_honrathi";NA
"7729";"Papilio_iswara";"Parnassius_honrathi";NA
"7730";"Papilio_amynthor";"Parnassius_honrathi";NA
"7731";"Papilio_enganius";"Parnassius_honrathi";NA
"7732";"Papilio_helenus";"Parnassius_honrathi";NA
"7733";"Papilio_tydeus";"Parnassius_honrathi";NA
"7734";"Papilio_aegeus";"Parnassius_honrathi";NA
"7735";"Papilio_bridgei";"Parnassius_honrathi";NA
"7736";"Papilio_fuscus";"Parnassius_honrathi";NA
"7737";"Papilio_hipponous";"Parnassius_honrathi";NA
"7738";"Papilio_ambrax";"Parnassius_honrathi";NA
"7739";"Papilio_polytes";"Parnassius_honrathi";NA
"7740";"Papilio_nephelus";"Parnassius_honrathi";NA
"7741";"Papilio_dravidarum";"Parnassius_honrathi";NA
"7742";"Papilio_castor";"Parnassius_honrathi";NA
"7743";"Papilio_mahadeva";"Parnassius_honrathi";NA
"7744";"Papilio_macilentus";"Parnassius_honrathi";NA
"7745";"Papilio_demetrius";"Parnassius_honrathi";NA
"7746";"Papilio_protenor";"Parnassius_honrathi";NA
"7747";"Papilio_bootes";"Parnassius_honrathi";NA
"7748";"Papilio_deiphobus";"Parnassius_honrathi";NA
"7749";"Papilio_rumanzovia";"Parnassius_honrathi";NA
"7750";"Papilio_memnon";"Parnassius_honrathi";NA
"7751";"Papilio_polymnestor";"Parnassius_honrathi";NA
"7752";"Archon_apollinus";"Parnassius_honrathi";NA
"7753";"Zerynthia_polyxena";"Parnassius_honrathi";NA
"7754";"Zerynthia_rumina";"Parnassius_honrathi";NA
"7755";"Hypermnestra_helios";"Parnassius_honrathi";NA
"7756";"Parnassius_apollo";"Parnassius_honrathi";NA
"7757";"Parnassius_mnemosyne";"Parnassius_honrathi";NA
"7758";"Parnassius_staudingeri";"Parnassius_honrathi";NA
"7759";"Parnassius_cardinal";"Parnassius_honrathi";NA
"7760";"Mimoides_euryleon";"Parnassius_honrathi";NA
"7761";"Graphium_delessertii";"Parnassius_honrathi";NA
"7762";"Losaria_coon";"Parnassius_honrathi";NA
"7763";"Losaria_neptunus";"Parnassius_honrathi";NA
"7764";"Byasa_impediens";"Parnassius_honrathi";NA
"7765";"Byasa_plutonius";"Parnassius_honrathi";NA
"7766";"Byasa_mencius";"Parnassius_honrathi";NA
"7767";"Byasa_alcinous";"Parnassius_honrathi";NA
"7768";"Byasa_dasarada";"Parnassius_honrathi";NA
"7769";"Papilio_ulysses";"Parnassius_honrathi";NA
"7770";"Papilio_paris";"Parnassius_honrathi";NA
"7771";"Papilio_dehaanii";"Parnassius_honrathi";NA
"7772";"Papilio_gambrisius";"Parnassius_honrathi";NA
"7773";"Baronia_brevicornis";"Parnassius_ariadne";NA
"7774";"Archon_apollinaris";"Parnassius_ariadne";NA
"7775";"Graphium_agetes";"Parnassius_ariadne";NA
"7776";"Graphium_macleayanus";"Parnassius_ariadne";NA
"7777";"Graphium_meyeri";"Parnassius_ariadne";NA
"7778";"Luehdorfia_chinensis";"Parnassius_ariadne";NA
"7779";"Bhutanitis_thaidina";"Parnassius_ariadne";NA
"7780";"Allancastria_deyrollei";"Parnassius_ariadne";NA
"7781";"Allancastria_cretica";"Parnassius_ariadne";NA
"7782";"Allancastria_cerisyi";"Parnassius_ariadne";NA
"7783";"Parnassius_apollonius";"Parnassius_ariadne";NA
"7784";"Luehdorfia_japonica";"Parnassius_ariadne";NA
"7785";"Parnassius_tianschanicus";"Parnassius_ariadne";NA
"7786";"Luehdorfia_puziloi";"Parnassius_ariadne";NA
"7787";"Mimoides_lysithous";"Parnassius_ariadne";NA
"7788";"Parnassius_actius";"Parnassius_ariadne";NA
"7789";"Parnassius_epaphus";"Parnassius_ariadne";NA
"7790";"Parnassius_autocrator";"Parnassius_ariadne";NA
"7791";"Parnassius_sacerdos";"Parnassius_ariadne";NA
"7792";"Parnassius_bremeri";"Parnassius_ariadne";NA
"7793";"Parnassius_charltonius";"Parnassius_ariadne";NA
"7794";"Parnassius_simo";"Parnassius_ariadne";NA
"7795";"Parnassius_simonius";"Parnassius_ariadne";NA
"7796";"Parnassius_orleans";"Parnassius_ariadne";NA
"7797";"Parnassius_clodius";"Parnassius_ariadne";NA
"7798";"Parnassius_delphius";"Parnassius_ariadne";NA
"7799";"Parnassius_eversmanni";"Parnassius_ariadne";NA
"7800";"Parnassius_glacialis";"Parnassius_ariadne";NA
"7801";"Parnassius_honrathi";"Parnassius_ariadne";NA
"7802";"Parnassius_ariadne";"Parnassius_ariadne";NA
"7803";"Parnassius_hardwickii";"Parnassius_ariadne";NA
"7804";"Parnassius_acco";"Parnassius_ariadne";NA
"7805";"Parnassius_szechenyii";"Parnassius_ariadne";NA
"7806";"Parnassius_jacquemontii";"Parnassius_ariadne";NA
"7807";"Parnassius_augustus";"Parnassius_ariadne";NA
"7808";"Parnassius_imperator";"Parnassius_ariadne";NA
"7809";"Parnassius_inopinatus";"Parnassius_ariadne";NA
"7810";"Parnassius_nomion";"Parnassius_ariadne";NA
"7811";"Parnassius_nordmanni";"Parnassius_ariadne";NA
"7812";"Parnassius_phoebus";"Parnassius_ariadne";NA
"7813";"Parnassius_maximinus";"Parnassius_ariadne";NA
"7814";"Iphiclides_feisthamelii";"Parnassius_ariadne";NA
"7815";"Iphiclides_podalirius";"Parnassius_ariadne";NA
"7816";"Lamproptera_curius";"Parnassius_ariadne";NA
"7817";"Lamproptera_meges";"Parnassius_ariadne";NA
"7818";"Protographium_philolaus";"Parnassius_ariadne";NA
"7819";"Protographium_epidaus";"Parnassius_ariadne";NA
"7820";"Protographium_marcellus";"Parnassius_ariadne";NA
"7821";"Mimoides_lysithous";"Parnassius_ariadne";NA
"7822";"Parnassius_smintheus";"Parnassius_ariadne";NA
"7823";"Parnassius_stubbendorfii";"Parnassius_ariadne";NA
"7824";"Protesilaus_telesilaus";"Parnassius_ariadne";NA
"7825";"Protesilaus_molops";"Parnassius_ariadne";NA
"7826";"Protesilaus_protesilaus";"Parnassius_ariadne";NA
"7827";"Parnassius_tenedius";"Parnassius_ariadne";NA
"7828";"Graphium_nomius";"Parnassius_ariadne";NA
"7829";"Graphium_adamastor";"Parnassius_ariadne";NA
"7830";"Graphium_angolanus";"Parnassius_ariadne";NA
"7831";"Graphium_ridleyanus";"Parnassius_ariadne";NA
"7832";"Graphium_tynderaeus";"Parnassius_ariadne";NA
"7833";"Graphium_latreillianus";"Parnassius_ariadne";NA
"7834";"Graphium_leonidas";"Parnassius_ariadne";NA
"7835";"Graphium_xenocles";"Parnassius_ariadne";NA
"7836";"Graphium_antiphates";"Parnassius_ariadne";NA
"7837";"Protographium_asius";"Parnassius_ariadne";NA
"7838";"Graphium_arycles";"Parnassius_ariadne";NA
"7839";"Graphium_evemon";"Parnassius_ariadne";NA
"7840";"Protographium_leosthenes";"Parnassius_ariadne";NA
"7841";"Graphium_doson";"Parnassius_ariadne";NA
"7842";"Graphium_eurous";"Parnassius_ariadne";NA
"7843";"Graphium_weiskei";"Parnassius_ariadne";NA
"7844";"Sericinus_montela";"Parnassius_ariadne";NA
"7845";"Graphium_wallacei";"Parnassius_ariadne";NA
"7846";"Graphium_agamemnon";"Parnassius_ariadne";NA
"7847";"Graphium_macfarlanei";"Parnassius_ariadne";NA
"7848";"Graphium_codrus";"Parnassius_ariadne";NA
"7849";"Graphium_cloanthus";"Parnassius_ariadne";NA
"7850";"Graphium_milon";"Parnassius_ariadne";NA
"7851";"Graphium_sarpedon";"Parnassius_ariadne";NA
"7852";"Teinopalpus_imperialis";"Parnassius_ariadne";NA
"7853";"Battus_philenor";"Parnassius_ariadne";NA
"7854";"Battus_polydamas";"Parnassius_ariadne";NA
"7855";"Battus_polystictus";"Parnassius_ariadne";NA
"7856";"Battus_belus";"Parnassius_ariadne";NA
"7857";"Battus_crassus";"Parnassius_ariadne";NA
"7858";"Pharmacophagus_antenor";"Parnassius_ariadne";NA
"7859";"Pachliopta_aristolochiae";"Parnassius_ariadne";NA
"7860";"Pachliopta_hector";"Parnassius_ariadne";NA
"7861";"Pachliopta_liris";"Parnassius_ariadne";NA
"7862";"Pachliopta_polydorus";"Parnassius_ariadne";NA
"7863";"Atrophaneura_priapus";"Parnassius_ariadne";NA
"7864";"Atrophaneura_nox";"Parnassius_ariadne";NA
"7865";"Atrophaneura_varuna";"Parnassius_ariadne";NA
"7866";"Cressida_cressida";"Parnassius_ariadne";NA
"7867";"Euryades_corethrus";"Parnassius_ariadne";NA
"7868";"Euryades_duponchelii";"Parnassius_ariadne";NA
"7869";"Parides_ascanius";"Parnassius_ariadne";NA
"7870";"Parides_bunichus";"Parnassius_ariadne";NA
"7871";"Parides_proneus";"Parnassius_ariadne";NA
"7872";"Parides_agavus";"Parnassius_ariadne";NA
"7873";"Parides_montezuma";"Parnassius_ariadne";NA
"7874";"Parides_iphidamas";"Parnassius_ariadne";NA
"7875";"Parides_aeneas";"Parnassius_ariadne";NA
"7876";"Parides_tros";"Parnassius_ariadne";NA
"7877";"Parides_lysander";"Parnassius_ariadne";NA
"7878";"Parides_panthonus";"Parnassius_ariadne";NA
"7879";"Parides_neophilus";"Parnassius_ariadne";NA
"7880";"Parides_eurimedes";"Parnassius_ariadne";NA
"7881";"Parides_zacynthus";"Parnassius_ariadne";NA
"7882";"Parides_chabrias";"Parnassius_ariadne";NA
"7883";"Parides_childrenae";"Parnassius_ariadne";NA
"7884";"Parides_photinus";"Parnassius_ariadne";NA
"7885";"Parides_panares";"Parnassius_ariadne";NA
"7886";"Parides_sesostris";"Parnassius_ariadne";NA
"7887";"Parides_anchises";"Parnassius_ariadne";NA
"7888";"Parides_erithalion";"Parnassius_ariadne";NA
"7889";"Parides_vertumnus";"Parnassius_ariadne";NA
"7890";"Trogonoptera_brookiana";"Parnassius_ariadne";NA
"7891";"Trogonoptera_trojana";"Parnassius_ariadne";NA
"7892";"Ornithoptera_croesus";"Parnassius_ariadne";NA
"7893";"Ornithoptera_priamus";"Parnassius_ariadne";NA
"7894";"Ornithoptera_aesacus";"Parnassius_ariadne";NA
"7895";"Ornithoptera_euphorion";"Parnassius_ariadne";NA
"7896";"Ornithoptera_alexandrae";"Parnassius_ariadne";NA
"7897";"Ornithoptera_victoriae";"Parnassius_ariadne";NA
"7898";"Ornithoptera_rothschildi";"Parnassius_ariadne";NA
"7899";"Ornithoptera_goliath";"Parnassius_ariadne";NA
"7900";"Ornithoptera_chimaera";"Parnassius_ariadne";NA
"7901";"Ornithoptera_tithonus";"Parnassius_ariadne";NA
"7902";"Ornithoptera_meridionalis";"Parnassius_ariadne";NA
"7903";"Ornithoptera_paradisea";"Parnassius_ariadne";NA
"7904";"Troides_hypolitus";"Parnassius_ariadne";NA
"7905";"Troides_magellanus";"Parnassius_ariadne";NA
"7906";"Troides_andromache";"Parnassius_ariadne";NA
"7907";"Troides_cuneifera";"Parnassius_ariadne";NA
"7908";"Troides_amphrysus";"Parnassius_ariadne";NA
"7909";"Troides_miranda";"Parnassius_ariadne";NA
"7910";"Troides_prattorum";"Parnassius_ariadne";NA
"7911";"Troides_vandepolli";"Parnassius_ariadne";NA
"7912";"Troides_helena";"Parnassius_ariadne";NA
"7913";"Troides_oblongomaculatus";"Parnassius_ariadne";NA
"7914";"Troides_aeacus";"Parnassius_ariadne";NA
"7915";"Troides_minos";"Parnassius_ariadne";NA
"7916";"Troides_criton";"Parnassius_ariadne";NA
"7917";"Troides_rhadamantus";"Parnassius_ariadne";NA
"7918";"Troides_riedeli";"Parnassius_ariadne";NA
"7919";"Troides_haliphron";"Parnassius_ariadne";NA
"7920";"Troides_staudingeri";"Parnassius_ariadne";NA
"7921";"Meandrusa_payeni";"Parnassius_ariadne";NA
"7922";"Papilio_clytia";"Parnassius_ariadne";NA
"7923";"Papilio_paradoxa";"Parnassius_ariadne";NA
"7924";"Papilio_agestor";"Parnassius_ariadne";NA
"7925";"Papilio_epycides";"Parnassius_ariadne";NA
"7926";"Papilio_laglaizei";"Parnassius_ariadne";NA
"7927";"Papilio_troilus";"Parnassius_ariadne";NA
"7928";"Papilio_palamedes";"Parnassius_ariadne";NA
"7929";"Papilio_pilumnus";"Parnassius_ariadne";NA
"7930";"Papilio_multicaudata";"Parnassius_ariadne";NA
"7931";"Papilio_eurymedon";"Parnassius_ariadne";NA
"7932";"Papilio_rutulus";"Parnassius_ariadne";NA
"7933";"Papilio_glaucus";"Parnassius_ariadne";NA
"7934";"Papilio_scamander";"Parnassius_ariadne";NA
"7935";"Papilio_garamas";"Parnassius_ariadne";NA
"7936";"Papilio_victorinus";"Parnassius_ariadne";NA
"7937";"Papilio_homerus";"Parnassius_ariadne";NA
"7938";"Papilio_euterpinus";"Parnassius_ariadne";NA
"7939";"Papilio_hyppason";"Parnassius_ariadne";NA
"7940";"Papilio_andraemon";"Parnassius_ariadne";NA
"7941";"Papilio_paeon";"Parnassius_ariadne";NA
"7942";"Papilio_caiguanabus";"Parnassius_ariadne";NA
"7943";"Papilio_thoas";"Parnassius_ariadne";NA
"7944";"Papilio_homothoas";"Parnassius_ariadne";NA
"7945";"Papilio_cresphontes";"Parnassius_ariadne";NA
"7946";"Papilio_androgeus";"Parnassius_ariadne";NA
"7947";"Papilio_thersites";"Parnassius_ariadne";NA
"7948";"Papilio_aristodemus";"Parnassius_ariadne";NA
"7949";"Papilio_astyalus";"Parnassius_ariadne";NA
"7950";"Papilio_himeros";"Parnassius_ariadne";NA
"7951";"Papilio_torquatus";"Parnassius_ariadne";NA
"7952";"Papilio_hectorides";"Parnassius_ariadne";NA
"7953";"Papilio_oxynius";"Parnassius_ariadne";NA
"7954";"Papilio_pelaus";"Parnassius_ariadne";NA
"7955";"Papilio_isidorus";"Parnassius_ariadne";NA
"7956";"Papilio_anchisiades";"Parnassius_ariadne";NA
"7957";"Papilio_epenetus";"Parnassius_ariadne";NA
"7958";"Papilio_erostratus";"Parnassius_ariadne";NA
"7959";"Papilio_pharnaces";"Parnassius_ariadne";NA
"7960";"Papilio_alexanor";"Parnassius_ariadne";NA
"7961";"Papilio_anactus";"Parnassius_ariadne";NA
"7962";"Papilio_gigon";"Parnassius_ariadne";NA
"7963";"Papilio_noblei";"Parnassius_ariadne";NA
"7964";"Papilio_demolion";"Parnassius_ariadne";NA
"7965";"Papilio_delalandei";"Parnassius_ariadne";NA
"7966";"Papilio_lormieri";"Parnassius_ariadne";NA
"7967";"Papilio_rex";"Parnassius_ariadne";NA
"7968";"Papilio_phorcas";"Parnassius_ariadne";NA
"7969";"Papilio_meriones";"Parnassius_ariadne";NA
"7970";"Papilio_dardanus";"Parnassius_ariadne";NA
"7971";"Papilio_xuthus";"Parnassius_ariadne";NA
"7972";"Papilio_indra";"Parnassius_ariadne";NA
"7973";"Papilio_polyxenes";"Parnassius_ariadne";NA
"7974";"Papilio_zelicaon";"Parnassius_ariadne";NA
"7975";"Papilio_hospiton";"Parnassius_ariadne";NA
"7976";"Papilio_machaon";"Parnassius_ariadne";NA
"7977";"Papilio_hippocrates";"Parnassius_ariadne";NA
"7978";"Papilio_nobilis";"Parnassius_ariadne";NA
"7979";"Papilio_epiphorbas";"Parnassius_ariadne";NA
"7980";"Papilio_nireus";"Parnassius_ariadne";NA
"7981";"Papilio_oribazus";"Parnassius_ariadne";NA
"7982";"Papilio_montrouzieri";"Parnassius_ariadne";NA
"7983";"Papilio_crino";"Parnassius_ariadne";NA
"7984";"Papilio_blumei";"Parnassius_ariadne";NA
"7985";"Papilio_buddha";"Parnassius_ariadne";NA
"7986";"Papilio_palinurus";"Parnassius_ariadne";NA
"7987";"Papilio_neumoegeni";"Parnassius_ariadne";NA
"7988";"Papilio_lorquinianus";"Parnassius_ariadne";NA
"7989";"Papilio_peranthus";"Parnassius_ariadne";NA
"7990";"Papilio_arcturus";"Parnassius_ariadne";NA
"7991";"Papilio_polyctor";"Parnassius_ariadne";NA
"7992";"Papilio_bianor";"Parnassius_ariadne";NA
"7993";"Papilio_morondavana";"Parnassius_ariadne";NA
"7994";"Papilio_grosesmithi";"Parnassius_ariadne";NA
"7995";"Papilio_demoleus";"Parnassius_ariadne";NA
"7996";"Papilio_demodocus";"Parnassius_ariadne";NA
"7997";"Papilio_iswara";"Parnassius_ariadne";NA
"7998";"Papilio_amynthor";"Parnassius_ariadne";NA
"7999";"Papilio_enganius";"Parnassius_ariadne";NA
"8000";"Papilio_helenus";"Parnassius_ariadne";NA
"8001";"Papilio_tydeus";"Parnassius_ariadne";NA
"8002";"Papilio_aegeus";"Parnassius_ariadne";NA
"8003";"Papilio_bridgei";"Parnassius_ariadne";NA
"8004";"Papilio_fuscus";"Parnassius_ariadne";NA
"8005";"Papilio_hipponous";"Parnassius_ariadne";NA
"8006";"Papilio_ambrax";"Parnassius_ariadne";NA
"8007";"Papilio_polytes";"Parnassius_ariadne";NA
"8008";"Papilio_nephelus";"Parnassius_ariadne";NA
"8009";"Papilio_dravidarum";"Parnassius_ariadne";NA
"8010";"Papilio_castor";"Parnassius_ariadne";NA
"8011";"Papilio_mahadeva";"Parnassius_ariadne";NA
"8012";"Papilio_macilentus";"Parnassius_ariadne";NA
"8013";"Papilio_demetrius";"Parnassius_ariadne";NA
"8014";"Papilio_protenor";"Parnassius_ariadne";NA
"8015";"Papilio_bootes";"Parnassius_ariadne";NA
"8016";"Papilio_deiphobus";"Parnassius_ariadne";NA
"8017";"Papilio_rumanzovia";"Parnassius_ariadne";NA
"8018";"Papilio_memnon";"Parnassius_ariadne";NA
"8019";"Papilio_polymnestor";"Parnassius_ariadne";NA
"8020";"Archon_apollinus";"Parnassius_ariadne";NA
"8021";"Zerynthia_polyxena";"Parnassius_ariadne";NA
"8022";"Zerynthia_rumina";"Parnassius_ariadne";NA
"8023";"Hypermnestra_helios";"Parnassius_ariadne";NA
"8024";"Parnassius_apollo";"Parnassius_ariadne";NA
"8025";"Parnassius_mnemosyne";"Parnassius_ariadne";NA
"8026";"Parnassius_staudingeri";"Parnassius_ariadne";NA
"8027";"Parnassius_cardinal";"Parnassius_ariadne";NA
"8028";"Mimoides_euryleon";"Parnassius_ariadne";NA
"8029";"Graphium_delessertii";"Parnassius_ariadne";NA
"8030";"Losaria_coon";"Parnassius_ariadne";NA
"8031";"Losaria_neptunus";"Parnassius_ariadne";NA
"8032";"Byasa_impediens";"Parnassius_ariadne";NA
"8033";"Byasa_plutonius";"Parnassius_ariadne";NA
"8034";"Byasa_mencius";"Parnassius_ariadne";NA
"8035";"Byasa_alcinous";"Parnassius_ariadne";NA
"8036";"Byasa_dasarada";"Parnassius_ariadne";NA
"8037";"Papilio_ulysses";"Parnassius_ariadne";NA
"8038";"Papilio_paris";"Parnassius_ariadne";NA
"8039";"Papilio_dehaanii";"Parnassius_ariadne";NA
"8040";"Papilio_gambrisius";"Parnassius_ariadne";NA
"8041";"Baronia_brevicornis";"Parnassius_hardwickii";0
"8042";"Archon_apollinaris";"Parnassius_hardwickii";0
"8043";"Graphium_agetes";"Parnassius_hardwickii";0,0302414429000426
"8044";"Graphium_macleayanus";"Parnassius_hardwickii";NA
"8045";"Graphium_meyeri";"Parnassius_hardwickii";0
"8046";"Luehdorfia_chinensis";"Parnassius_hardwickii";0
"8047";"Bhutanitis_thaidina";"Parnassius_hardwickii";0
"8048";"Allancastria_deyrollei";"Parnassius_hardwickii";0
"8049";"Allancastria_cretica";"Parnassius_hardwickii";NA
"8050";"Allancastria_cerisyi";"Parnassius_hardwickii";0
"8051";"Parnassius_apollonius";"Parnassius_hardwickii";0
"8052";"Luehdorfia_japonica";"Parnassius_hardwickii";0
"8053";"Parnassius_tianschanicus";"Parnassius_hardwickii";0,113263710899493
"8054";"Luehdorfia_puziloi";"Parnassius_hardwickii";0
"8055";"Mimoides_lysithous";"Parnassius_hardwickii";0
"8056";"Parnassius_actius";"Parnassius_hardwickii";0,0743485374871649
"8057";"Parnassius_epaphus";"Parnassius_hardwickii";0,103483184752987
"8058";"Parnassius_autocrator";"Parnassius_hardwickii";0
"8059";"Parnassius_sacerdos";"Parnassius_hardwickii";0
"8060";"Parnassius_bremeri";"Parnassius_hardwickii";0
"8061";"Parnassius_charltonius";"Parnassius_hardwickii";0,188280146861474
"8062";"Parnassius_simo";"Parnassius_hardwickii";NA
"8063";"Parnassius_simonius";"Parnassius_hardwickii";0
"8064";"Parnassius_orleans";"Parnassius_hardwickii";NA
"8065";"Parnassius_clodius";"Parnassius_hardwickii";0
"8066";"Parnassius_delphius";"Parnassius_hardwickii";0
"8067";"Parnassius_eversmanni";"Parnassius_hardwickii";NA
"8068";"Parnassius_glacialis";"Parnassius_hardwickii";0
"8069";"Parnassius_honrathi";"Parnassius_hardwickii";NA
"8070";"Parnassius_ariadne";"Parnassius_hardwickii";NA
"8071";"Parnassius_hardwickii";"Parnassius_hardwickii";1
"8072";"Parnassius_acco";"Parnassius_hardwickii";NA
"8073";"Parnassius_szechenyii";"Parnassius_hardwickii";NA
"8074";"Parnassius_jacquemontii";"Parnassius_hardwickii";0,0981816688088216
"8075";"Parnassius_augustus";"Parnassius_hardwickii";NA
"8076";"Parnassius_imperator";"Parnassius_hardwickii";NA
"8077";"Parnassius_inopinatus";"Parnassius_hardwickii";NA
"8078";"Parnassius_nomion";"Parnassius_hardwickii";0
"8079";"Parnassius_nordmanni";"Parnassius_hardwickii";0
"8080";"Parnassius_phoebus";"Parnassius_hardwickii";0
"8081";"Parnassius_maximinus";"Parnassius_hardwickii";NA
"8082";"Iphiclides_feisthamelii";"Parnassius_hardwickii";0
"8083";"Iphiclides_podalirius";"Parnassius_hardwickii";0
"8084";"Lamproptera_curius";"Parnassius_hardwickii";NA
"8085";"Lamproptera_meges";"Parnassius_hardwickii";NA
"8086";"Protographium_philolaus";"Parnassius_hardwickii";0
"8087";"Protographium_epidaus";"Parnassius_hardwickii";0
"8088";"Protographium_marcellus";"Parnassius_hardwickii";0
"8089";"Mimoides_lysithous";"Parnassius_hardwickii";0
"8090";"Parnassius_smintheus";"Parnassius_hardwickii";0
"8091";"Parnassius_stubbendorfii";"Parnassius_hardwickii";0
"8092";"Protesilaus_telesilaus";"Parnassius_hardwickii";0
"8093";"Protesilaus_molops";"Parnassius_hardwickii";0
"8094";"Protesilaus_protesilaus";"Parnassius_hardwickii";0
"8095";"Parnassius_tenedius";"Parnassius_hardwickii";0
"8096";"Graphium_nomius";"Parnassius_hardwickii";0,0491783538172385
"8097";"Graphium_adamastor";"Parnassius_hardwickii";0
"8098";"Graphium_angolanus";"Parnassius_hardwickii";0
"8099";"Graphium_ridleyanus";"Parnassius_hardwickii";0
"8100";"Graphium_tynderaeus";"Parnassius_hardwickii";0
"8101";"Graphium_latreillianus";"Parnassius_hardwickii";0
"8102";"Graphium_leonidas";"Parnassius_hardwickii";0
"8103";"Graphium_xenocles";"Parnassius_hardwickii";0,0154376658714874
"8104";"Graphium_antiphates";"Parnassius_hardwickii";0,00893239252043512
"8105";"Protographium_asius";"Parnassius_hardwickii";0
"8106";"Graphium_arycles";"Parnassius_hardwickii";NA
"8107";"Graphium_evemon";"Parnassius_hardwickii";NA
