"";"Var1";"Var2";"value"
"1";"Baronia_brevicornis";"Baronia_brevicornis";1
"2";"Archon_apollinaris";"Baronia_brevicornis";0
"3";"Graphium_agetes";"Baronia_brevicornis";0
"4";"Graphium_macleayanus";"Baronia_brevicornis";NA
"5";"Graphium_meyeri";"Baronia_brevicornis";0
"6";"Luehdorfia_chinensis";"Baronia_brevicornis";0
"7";"Bhutanitis_thaidina";"Baronia_brevicornis";0
"8";"Allancastria_deyrollei";"Baronia_brevicornis";0
"9";"Allancastria_cretica";"Baronia_brevicornis";NA
"10";"Allancastria_cerisyi";"Baronia_brevicornis";0
"11";"Parnassius_apollonius";"Baronia_brevicornis";0
"12";"Luehdorfia_japonica";"Baronia_brevicornis";0
"13";"Parnassius_tianschanicus";"Baronia_brevicornis";0
"14";"Luehdorfia_puziloi";"Baronia_brevicornis";0
"15";"Mimoides_lysithous";"Baronia_brevicornis";0
"16";"Parnassius_actius";"Baronia_brevicornis";0
"17";"Parnassius_epaphus";"Baronia_brevicornis";0
"18";"Parnassius_autocrator";"Baronia_brevicornis";0
"19";"Parnassius_sacerdos";"Baronia_brevicornis";0
"20";"Parnassius_bremeri";"Baronia_brevicornis";0
"21";"Parnassius_charltonius";"Baronia_brevicornis";0
"22";"Parnassius_simo";"Baronia_brevicornis";NA
"23";"Parnassius_simonius";"Baronia_brevicornis";0
"24";"Parnassius_orleans";"Baronia_brevicornis";NA
"25";"Parnassius_clodius";"Baronia_brevicornis";0
"26";"Parnassius_delphius";"Baronia_brevicornis";0
"27";"Parnassius_eversmanni";"Baronia_brevicornis";NA
"28";"Parnassius_glacialis";"Baronia_brevicornis";0
"29";"Parnassius_honrathi";"Baronia_brevicornis";NA
"30";"Parnassius_ariadne";"Baronia_brevicornis";NA
"31";"Parnassius_hardwickii";"Baronia_brevicornis";0
"32";"Parnassius_acco";"Baronia_brevicornis";NA
"33";"Parnassius_szechenyii";"Baronia_brevicornis";NA
"34";"Parnassius_jacquemontii";"Baronia_brevicornis";0
"35";"Parnassius_augustus";"Baronia_brevicornis";NA
"36";"Parnassius_imperator";"Baronia_brevicornis";NA
"37";"Parnassius_inopinatus";"Baronia_brevicornis";NA
"38";"Parnassius_nomion";"Baronia_brevicornis";0
"39";"Parnassius_nordmanni";"Baronia_brevicornis";0
"40";"Parnassius_phoebus";"Baronia_brevicornis";0
"41";"Parnassius_maximinus";"Baronia_brevicornis";NA
"42";"Iphiclides_feisthamelii";"Baronia_brevicornis";0
"43";"Iphiclides_podalirius";"Baronia_brevicornis";0
"44";"Lamproptera_curius";"Baronia_brevicornis";NA
"45";"Lamproptera_meges";"Baronia_brevicornis";NA
"46";"Protographium_philolaus";"Baronia_brevicornis";0,0408404036359789
"47";"Protographium_epidaus";"Baronia_brevicornis";0,0348159943778168
"48";"Protographium_marcellus";"Baronia_brevicornis";0
"49";"Mimoides_lysithous";"Baronia_brevicornis";0
"50";"Parnassius_smintheus";"Baronia_brevicornis";0
"51";"Parnassius_stubbendorfii";"Baronia_brevicornis";0
"52";"Protesilaus_telesilaus";"Baronia_brevicornis";0
"53";"Protesilaus_molops";"Baronia_brevicornis";0
"54";"Protesilaus_protesilaus";"Baronia_brevicornis";0,00289645192175359
"55";"Parnassius_tenedius";"Baronia_brevicornis";0
"56";"Graphium_nomius";"Baronia_brevicornis";0
"57";"Graphium_adamastor";"Baronia_brevicornis";0
"58";"Graphium_angolanus";"Baronia_brevicornis";0
"59";"Graphium_ridleyanus";"Baronia_brevicornis";0
"60";"Graphium_tynderaeus";"Baronia_brevicornis";0
"61";"Graphium_latreillianus";"Baronia_brevicornis";0
"62";"Graphium_leonidas";"Baronia_brevicornis";0
"63";"Graphium_xenocles";"Baronia_brevicornis";0
"64";"Graphium_antiphates";"Baronia_brevicornis";0
"65";"Protographium_asius";"Baronia_brevicornis";0
"66";"Graphium_arycles";"Baronia_brevicornis";NA
"67";"Graphium_evemon";"Baronia_brevicornis";NA
"68";"Protographium_leosthenes";"Baronia_brevicornis";0
"69";"Graphium_doson";"Baronia_brevicornis";NA
"70";"Graphium_eurous";"Baronia_brevicornis";0
"71";"Graphium_weiskei";"Baronia_brevicornis";0
"72";"Sericinus_montela";"Baronia_brevicornis";NA
"73";"Graphium_wallacei";"Baronia_brevicornis";0
"74";"Graphium_agamemnon";"Baronia_brevicornis";NA
"75";"Graphium_macfarlanei";"Baronia_brevicornis";0
"76";"Graphium_codrus";"Baronia_brevicornis";0
"77";"Graphium_cloanthus";"Baronia_brevicornis";0
"78";"Graphium_milon";"Baronia_brevicornis";0
"79";"Graphium_sarpedon";"Baronia_brevicornis";0
"80";"Teinopalpus_imperialis";"Baronia_brevicornis";0
"81";"Battus_philenor";"Baronia_brevicornis";0,0120701600877944
"82";"Battus_polydamas";"Baronia_brevicornis";0,00450116652627895
"83";"Battus_polystictus";"Baronia_brevicornis";0
"84";"Battus_belus";"Baronia_brevicornis";0
"85";"Battus_crassus";"Baronia_brevicornis";0
"86";"Pharmacophagus_antenor";"Baronia_brevicornis";0
"87";"Pachliopta_aristolochiae";"Baronia_brevicornis";NA
"88";"Pachliopta_hector";"Baronia_brevicornis";0
"89";"Pachliopta_liris";"Baronia_brevicornis";0
"90";"Pachliopta_polydorus";"Baronia_brevicornis";NA
"91";"Atrophaneura_priapus";"Baronia_brevicornis";0
"92";"Atrophaneura_nox";"Baronia_brevicornis";0
"93";"Atrophaneura_varuna";"Baronia_brevicornis";0
"94";"Cressida_cressida";"Baronia_brevicornis";0
"95";"Euryades_corethrus";"Baronia_brevicornis";0
"96";"Euryades_duponchelii";"Baronia_brevicornis";0
"97";"Parides_ascanius";"Baronia_brevicornis";0
"98";"Parides_bunichus";"Baronia_brevicornis";0
"99";"Parides_proneus";"Baronia_brevicornis";0
"100";"Parides_agavus";"Baronia_brevicornis";0
"101";"Parides_montezuma";"Baronia_brevicornis";0,0458119885184457
"102";"Parides_iphidamas";"Baronia_brevicornis";0,020208232376771
"103";"Parides_aeneas";"Baronia_brevicornis";0
"104";"Parides_tros";"Baronia_brevicornis";0
"105";"Parides_lysander";"Baronia_brevicornis";0
"106";"Parides_panthonus";"Baronia_brevicornis";0
"107";"Parides_neophilus";"Baronia_brevicornis";0
"108";"Parides_eurimedes";"Baronia_brevicornis";0,0179645490211492
"109";"Parides_zacynthus";"Baronia_brevicornis";0
"110";"Parides_chabrias";"Baronia_brevicornis";0
"111";"Parides_childrenae";"Baronia_brevicornis";0
"112";"Parides_photinus";"Baronia_brevicornis";0,0476803047684391
"113";"Parides_panares";"Baronia_brevicornis";0,0312613342653206
"114";"Parides_sesostris";"Baronia_brevicornis";NA
"115";"Parides_anchises";"Baronia_brevicornis";0
"116";"Parides_erithalion";"Baronia_brevicornis";0,0093492831881122
"117";"Parides_vertumnus";"Baronia_brevicornis";0
"118";"Trogonoptera_brookiana";"Baronia_brevicornis";0
"119";"Trogonoptera_trojana";"Baronia_brevicornis";0
"120";"Ornithoptera_croesus";"Baronia_brevicornis";0
"121";"Ornithoptera_priamus";"Baronia_brevicornis";0
"122";"Ornithoptera_aesacus";"Baronia_brevicornis";0
"123";"Ornithoptera_euphorion";"Baronia_brevicornis";0
"124";"Ornithoptera_alexandrae";"Baronia_brevicornis";0
"125";"Ornithoptera_victoriae";"Baronia_brevicornis";0
"126";"Ornithoptera_rothschildi";"Baronia_brevicornis";0
"127";"Ornithoptera_goliath";"Baronia_brevicornis";0
"128";"Ornithoptera_chimaera";"Baronia_brevicornis";0
"129";"Ornithoptera_tithonus";"Baronia_brevicornis";0
"130";"Ornithoptera_meridionalis";"Baronia_brevicornis";0
"131";"Ornithoptera_paradisea";"Baronia_brevicornis";0
"132";"Troides_hypolitus";"Baronia_brevicornis";0
"133";"Troides_magellanus";"Baronia_brevicornis";0
"134";"Troides_andromache";"Baronia_brevicornis";0
"135";"Troides_cuneifera";"Baronia_brevicornis";0
"136";"Troides_amphrysus";"Baronia_brevicornis";0
"137";"Troides_miranda";"Baronia_brevicornis";0
"138";"Troides_prattorum";"Baronia_brevicornis";0
"139";"Troides_vandepolli";"Baronia_brevicornis";0
"140";"Troides_helena";"Baronia_brevicornis";0
"141";"Troides_oblongomaculatus";"Baronia_brevicornis";0
"142";"Troides_aeacus";"Baronia_brevicornis";0
"143";"Troides_minos";"Baronia_brevicornis";0
"144";"Troides_criton";"Baronia_brevicornis";0
"145";"Troides_rhadamantus";"Baronia_brevicornis";0
"146";"Troides_riedeli";"Baronia_brevicornis";0
"147";"Troides_haliphron";"Baronia_brevicornis";0
"148";"Troides_staudingeri";"Baronia_brevicornis";0
"149";"Meandrusa_payeni";"Baronia_brevicornis";0
"150";"Papilio_clytia";"Baronia_brevicornis";0
"151";"Papilio_paradoxa";"Baronia_brevicornis";0
"152";"Papilio_agestor";"Baronia_brevicornis";0
"153";"Papilio_epycides";"Baronia_brevicornis";0
"154";"Papilio_laglaizei";"Baronia_brevicornis";NA
"155";"Papilio_troilus";"Baronia_brevicornis";0
"156";"Papilio_palamedes";"Baronia_brevicornis";0
"157";"Papilio_pilumnus";"Baronia_brevicornis";0,0435242696175719
"158";"Papilio_multicaudata";"Baronia_brevicornis";0,0162277100352637
"159";"Papilio_eurymedon";"Baronia_brevicornis";0
"160";"Papilio_rutulus";"Baronia_brevicornis";0
"161";"Papilio_glaucus";"Baronia_brevicornis";NA
"162";"Papilio_scamander";"Baronia_brevicornis";0
"163";"Papilio_garamas";"Baronia_brevicornis";0,0538041580705743
"164";"Papilio_victorinus";"Baronia_brevicornis";NA
"165";"Papilio_homerus";"Baronia_brevicornis";0
"166";"Papilio_euterpinus";"Baronia_brevicornis";NA
"167";"Papilio_hyppason";"Baronia_brevicornis";NA
"168";"Papilio_andraemon";"Baronia_brevicornis";0
"169";"Papilio_paeon";"Baronia_brevicornis";0
"170";"Papilio_caiguanabus";"Baronia_brevicornis";0
"171";"Papilio_thoas";"Baronia_brevicornis";0,0040022448401256
"172";"Papilio_homothoas";"Baronia_brevicornis";0
"173";"Papilio_cresphontes";"Baronia_brevicornis";0
"174";"Papilio_androgeus";"Baronia_brevicornis";0,00434602169287942
"175";"Papilio_thersites";"Baronia_brevicornis";0
"176";"Papilio_aristodemus";"Baronia_brevicornis";0
"177";"Papilio_astyalus";"Baronia_brevicornis";0
"178";"Papilio_himeros";"Baronia_brevicornis";0
"179";"Papilio_torquatus";"Baronia_brevicornis";0,00477476918905024
"180";"Papilio_hectorides";"Baronia_brevicornis";0
"181";"Papilio_oxynius";"Baronia_brevicornis";0
"182";"Papilio_pelaus";"Baronia_brevicornis";0
"183";"Papilio_isidorus";"Baronia_brevicornis";0
"184";"Papilio_anchisiades";"Baronia_brevicornis";0,00388650247477657
"185";"Papilio_epenetus";"Baronia_brevicornis";NA
"186";"Papilio_erostratus";"Baronia_brevicornis";0,0789900574916663
"187";"Papilio_pharnaces";"Baronia_brevicornis";NA
"188";"Papilio_alexanor";"Baronia_brevicornis";0
"189";"Papilio_anactus";"Baronia_brevicornis";0
"190";"Papilio_gigon";"Baronia_brevicornis";0
"191";"Papilio_noblei";"Baronia_brevicornis";NA
"192";"Papilio_demolion";"Baronia_brevicornis";NA
"193";"Papilio_delalandei";"Baronia_brevicornis";0
"194";"Papilio_lormieri";"Baronia_brevicornis";0
"195";"Papilio_rex";"Baronia_brevicornis";0
"196";"Papilio_phorcas";"Baronia_brevicornis";0
"197";"Papilio_meriones";"Baronia_brevicornis";NA
"198";"Papilio_dardanus";"Baronia_brevicornis";0
"199";"Papilio_xuthus";"Baronia_brevicornis";0
"200";"Papilio_indra";"Baronia_brevicornis";0
"201";"Papilio_polyxenes";"Baronia_brevicornis";0,00799170918064414
"202";"Papilio_zelicaon";"Baronia_brevicornis";0
"203";"Papilio_hospiton";"Baronia_brevicornis";0
"204";"Papilio_machaon";"Baronia_brevicornis";0
"205";"Papilio_hippocrates";"Baronia_brevicornis";NA
"206";"Papilio_nobilis";"Baronia_brevicornis";0
"207";"Papilio_epiphorbas";"Baronia_brevicornis";0
"208";"Papilio_nireus";"Baronia_brevicornis";0
"209";"Papilio_oribazus";"Baronia_brevicornis";0
"210";"Papilio_montrouzieri";"Baronia_brevicornis";0
"211";"Papilio_crino";"Baronia_brevicornis";0
"212";"Papilio_blumei";"Baronia_brevicornis";0
"213";"Papilio_buddha";"Baronia_brevicornis";0
"214";"Papilio_palinurus";"Baronia_brevicornis";0
"215";"Papilio_neumoegeni";"Baronia_brevicornis";0
"216";"Papilio_lorquinianus";"Baronia_brevicornis";0
"217";"Papilio_peranthus";"Baronia_brevicornis";0
"218";"Papilio_arcturus";"Baronia_brevicornis";0
"219";"Papilio_polyctor";"Baronia_brevicornis";0
"220";"Papilio_bianor";"Baronia_brevicornis";0
"221";"Papilio_morondavana";"Baronia_brevicornis";0
"222";"Papilio_grosesmithi";"Baronia_brevicornis";0
"223";"Papilio_demoleus";"Baronia_brevicornis";NA
"224";"Papilio_demodocus";"Baronia_brevicornis";0
"225";"Papilio_iswara";"Baronia_brevicornis";NA
"226";"Papilio_amynthor";"Baronia_brevicornis";0
"227";"Papilio_enganius";"Baronia_brevicornis";NA
"228";"Papilio_helenus";"Baronia_brevicornis";0
"229";"Papilio_tydeus";"Baronia_brevicornis";NA
"230";"Papilio_aegeus";"Baronia_brevicornis";0
"231";"Papilio_bridgei";"Baronia_brevicornis";0
"232";"Papilio_fuscus";"Baronia_brevicornis";NA
"233";"Papilio_hipponous";"Baronia_brevicornis";0
"234";"Papilio_ambrax";"Baronia_brevicornis";0
"235";"Papilio_polytes";"Baronia_brevicornis";NA
"236";"Papilio_nephelus";"Baronia_brevicornis";NA
"237";"Papilio_dravidarum";"Baronia_brevicornis";0
"238";"Papilio_castor";"Baronia_brevicornis";0
"239";"Papilio_mahadeva";"Baronia_brevicornis";NA
"240";"Papilio_macilentus";"Baronia_brevicornis";0
"241";"Papilio_demetrius";"Baronia_brevicornis";0
"242";"Papilio_protenor";"Baronia_brevicornis";0
"243";"Papilio_bootes";"Baronia_brevicornis";0
"244";"Papilio_deiphobus";"Baronia_brevicornis";0
"245";"Papilio_rumanzovia";"Baronia_brevicornis";NA
"246";"Papilio_memnon";"Baronia_brevicornis";NA
"247";"Papilio_polymnestor";"Baronia_brevicornis";0
"248";"Archon_apollinus";"Baronia_brevicornis";0
"249";"Zerynthia_polyxena";"Baronia_brevicornis";NA
"250";"Zerynthia_rumina";"Baronia_brevicornis";0
"251";"Hypermnestra_helios";"Baronia_brevicornis";0
"252";"Parnassius_apollo";"Baronia_brevicornis";0
"253";"Parnassius_mnemosyne";"Baronia_brevicornis";0
"254";"Parnassius_staudingeri";"Baronia_brevicornis";NA
"255";"Parnassius_cardinal";"Baronia_brevicornis";NA
"256";"Mimoides_euryleon";"Baronia_brevicornis";0
"257";"Graphium_delessertii";"Baronia_brevicornis";0
"258";"Losaria_coon";"Baronia_brevicornis";0
"259";"Losaria_neptunus";"Baronia_brevicornis";0
"260";"Byasa_impediens";"Baronia_brevicornis";0
"261";"Byasa_plutonius";"Baronia_brevicornis";0
"262";"Byasa_mencius";"Baronia_brevicornis";NA
"263";"Byasa_alcinous";"Baronia_brevicornis";0
"264";"Byasa_dasarada";"Baronia_brevicornis";0
"265";"Papilio_ulysses";"Baronia_brevicornis";0
"266";"Papilio_paris";"Baronia_brevicornis";0
"267";"Papilio_dehaanii";"Baronia_brevicornis";0
"268";"Papilio_gambrisius";"Baronia_brevicornis";NA
"269";"Baronia_brevicornis";"Archon_apollinaris";0
"270";"Archon_apollinaris";"Archon_apollinaris";1
"271";"Graphium_agetes";"Archon_apollinaris";0
"272";"Graphium_macleayanus";"Archon_apollinaris";NA
"273";"Graphium_meyeri";"Archon_apollinaris";0
"274";"Luehdorfia_chinensis";"Archon_apollinaris";0
"275";"Bhutanitis_thaidina";"Archon_apollinaris";0
"276";"Allancastria_deyrollei";"Archon_apollinaris";0,120042840132092
"277";"Allancastria_cretica";"Archon_apollinaris";NA
"278";"Allancastria_cerisyi";"Archon_apollinaris";0
"279";"Parnassius_apollonius";"Archon_apollinaris";0
"280";"Luehdorfia_japonica";"Archon_apollinaris";0
"281";"Parnassius_tianschanicus";"Archon_apollinaris";0
"282";"Luehdorfia_puziloi";"Archon_apollinaris";0
"283";"Mimoides_lysithous";"Archon_apollinaris";0
"284";"Parnassius_actius";"Archon_apollinaris";0
"285";"Parnassius_epaphus";"Archon_apollinaris";0
"286";"Parnassius_autocrator";"Archon_apollinaris";0
"287";"Parnassius_sacerdos";"Archon_apollinaris";0
"288";"Parnassius_bremeri";"Archon_apollinaris";0
"289";"Parnassius_charltonius";"Archon_apollinaris";0
"290";"Parnassius_simo";"Archon_apollinaris";NA
"291";"Parnassius_simonius";"Archon_apollinaris";0
"292";"Parnassius_orleans";"Archon_apollinaris";NA
"293";"Parnassius_clodius";"Archon_apollinaris";0
"294";"Parnassius_delphius";"Archon_apollinaris";0
"295";"Parnassius_eversmanni";"Archon_apollinaris";NA
"296";"Parnassius_glacialis";"Archon_apollinaris";0
"297";"Parnassius_honrathi";"Archon_apollinaris";NA
"298";"Parnassius_ariadne";"Archon_apollinaris";NA
"299";"Parnassius_hardwickii";"Archon_apollinaris";0
"300";"Parnassius_acco";"Archon_apollinaris";NA
"301";"Parnassius_szechenyii";"Archon_apollinaris";NA
"302";"Parnassius_jacquemontii";"Archon_apollinaris";0
"303";"Parnassius_augustus";"Archon_apollinaris";NA
"304";"Parnassius_imperator";"Archon_apollinaris";NA
"305";"Parnassius_inopinatus";"Archon_apollinaris";NA
"306";"Parnassius_nomion";"Archon_apollinaris";0
"307";"Parnassius_nordmanni";"Archon_apollinaris";0
"308";"Parnassius_phoebus";"Archon_apollinaris";0
"309";"Parnassius_maximinus";"Archon_apollinaris";NA
"310";"Iphiclides_feisthamelii";"Archon_apollinaris";0
"311";"Iphiclides_podalirius";"Archon_apollinaris";0,0324797702424105
"312";"Lamproptera_curius";"Archon_apollinaris";NA
"313";"Lamproptera_meges";"Archon_apollinaris";NA
"314";"Protographium_philolaus";"Archon_apollinaris";0
"315";"Protographium_epidaus";"Archon_apollinaris";0
"316";"Protographium_marcellus";"Archon_apollinaris";0
"317";"Mimoides_lysithous";"Archon_apollinaris";0
"318";"Parnassius_smintheus";"Archon_apollinaris";0
"319";"Parnassius_stubbendorfii";"Archon_apollinaris";0
"320";"Protesilaus_telesilaus";"Archon_apollinaris";0
"321";"Protesilaus_molops";"Archon_apollinaris";0
"322";"Protesilaus_protesilaus";"Archon_apollinaris";0
"323";"Parnassius_tenedius";"Archon_apollinaris";0
"324";"Graphium_nomius";"Archon_apollinaris";0
"325";"Graphium_adamastor";"Archon_apollinaris";0
"326";"Graphium_angolanus";"Archon_apollinaris";0
"327";"Graphium_ridleyanus";"Archon_apollinaris";0
"328";"Graphium_tynderaeus";"Archon_apollinaris";0
"329";"Graphium_latreillianus";"Archon_apollinaris";0
"330";"Graphium_leonidas";"Archon_apollinaris";0
"331";"Graphium_xenocles";"Archon_apollinaris";0
"332";"Graphium_antiphates";"Archon_apollinaris";0
"333";"Protographium_asius";"Archon_apollinaris";0
"334";"Graphium_arycles";"Archon_apollinaris";NA
"335";"Graphium_evemon";"Archon_apollinaris";NA
"336";"Protographium_leosthenes";"Archon_apollinaris";0
"337";"Graphium_doson";"Archon_apollinaris";NA
"338";"Graphium_eurous";"Archon_apollinaris";0
"339";"Graphium_weiskei";"Archon_apollinaris";0
"340";"Sericinus_montela";"Archon_apollinaris";NA
"341";"Graphium_wallacei";"Archon_apollinaris";0
"342";"Graphium_agamemnon";"Archon_apollinaris";NA
"343";"Graphium_macfarlanei";"Archon_apollinaris";0
"344";"Graphium_codrus";"Archon_apollinaris";0
"345";"Graphium_cloanthus";"Archon_apollinaris";0
"346";"Graphium_milon";"Archon_apollinaris";0
"347";"Graphium_sarpedon";"Archon_apollinaris";0
"348";"Teinopalpus_imperialis";"Archon_apollinaris";0
"349";"Battus_philenor";"Archon_apollinaris";0
"350";"Battus_polydamas";"Archon_apollinaris";0
"351";"Battus_polystictus";"Archon_apollinaris";0
"352";"Battus_belus";"Archon_apollinaris";0
"353";"Battus_crassus";"Archon_apollinaris";0
"354";"Pharmacophagus_antenor";"Archon_apollinaris";0
"355";"Pachliopta_aristolochiae";"Archon_apollinaris";NA
"356";"Pachliopta_hector";"Archon_apollinaris";0
"357";"Pachliopta_liris";"Archon_apollinaris";0
"358";"Pachliopta_polydorus";"Archon_apollinaris";NA
"359";"Atrophaneura_priapus";"Archon_apollinaris";0
"360";"Atrophaneura_nox";"Archon_apollinaris";0
"361";"Atrophaneura_varuna";"Archon_apollinaris";0
"362";"Cressida_cressida";"Archon_apollinaris";0
"363";"Euryades_corethrus";"Archon_apollinaris";0
"364";"Euryades_duponchelii";"Archon_apollinaris";0
"365";"Parides_ascanius";"Archon_apollinaris";0
"366";"Parides_bunichus";"Archon_apollinaris";0
"367";"Parides_proneus";"Archon_apollinaris";0
"368";"Parides_agavus";"Archon_apollinaris";0
"369";"Parides_montezuma";"Archon_apollinaris";0
"370";"Parides_iphidamas";"Archon_apollinaris";0
"371";"Parides_aeneas";"Archon_apollinaris";0
"372";"Parides_tros";"Archon_apollinaris";0
"373";"Parides_lysander";"Archon_apollinaris";0
"374";"Parides_panthonus";"Archon_apollinaris";0
"375";"Parides_neophilus";"Archon_apollinaris";0
"376";"Parides_eurimedes";"Archon_apollinaris";0
"377";"Parides_zacynthus";"Archon_apollinaris";0
"378";"Parides_chabrias";"Archon_apollinaris";0
"379";"Parides_childrenae";"Archon_apollinaris";0
"380";"Parides_photinus";"Archon_apollinaris";0
"381";"Parides_panares";"Archon_apollinaris";0
"382";"Parides_sesostris";"Archon_apollinaris";NA
"383";"Parides_anchises";"Archon_apollinaris";0
"384";"Parides_erithalion";"Archon_apollinaris";0
"385";"Parides_vertumnus";"Archon_apollinaris";0
"386";"Trogonoptera_brookiana";"Archon_apollinaris";0
"387";"Trogonoptera_trojana";"Archon_apollinaris";0
"388";"Ornithoptera_croesus";"Archon_apollinaris";0
"389";"Ornithoptera_priamus";"Archon_apollinaris";0
"390";"Ornithoptera_aesacus";"Archon_apollinaris";0
"391";"Ornithoptera_euphorion";"Archon_apollinaris";0
"392";"Ornithoptera_alexandrae";"Archon_apollinaris";0
"393";"Ornithoptera_victoriae";"Archon_apollinaris";0
"394";"Ornithoptera_rothschildi";"Archon_apollinaris";0
"395";"Ornithoptera_goliath";"Archon_apollinaris";0
"396";"Ornithoptera_chimaera";"Archon_apollinaris";0
"397";"Ornithoptera_tithonus";"Archon_apollinaris";0
"398";"Ornithoptera_meridionalis";"Archon_apollinaris";0
"399";"Ornithoptera_paradisea";"Archon_apollinaris";0
"400";"Troides_hypolitus";"Archon_apollinaris";0
"401";"Troides_magellanus";"Archon_apollinaris";0
"402";"Troides_andromache";"Archon_apollinaris";0
"403";"Troides_cuneifera";"Archon_apollinaris";0
"404";"Troides_amphrysus";"Archon_apollinaris";0
"405";"Troides_miranda";"Archon_apollinaris";0
"406";"Troides_prattorum";"Archon_apollinaris";0
"407";"Troides_vandepolli";"Archon_apollinaris";0
"408";"Troides_helena";"Archon_apollinaris";0
"409";"Troides_oblongomaculatus";"Archon_apollinaris";0
"410";"Troides_aeacus";"Archon_apollinaris";0
"411";"Troides_minos";"Archon_apollinaris";0
"412";"Troides_criton";"Archon_apollinaris";0
"413";"Troides_rhadamantus";"Archon_apollinaris";0
"414";"Troides_riedeli";"Archon_apollinaris";0
"415";"Troides_haliphron";"Archon_apollinaris";0
"416";"Troides_staudingeri";"Archon_apollinaris";0
"417";"Meandrusa_payeni";"Archon_apollinaris";0
"418";"Papilio_clytia";"Archon_apollinaris";0
"419";"Papilio_paradoxa";"Archon_apollinaris";0
"420";"Papilio_agestor";"Archon_apollinaris";0
"421";"Papilio_epycides";"Archon_apollinaris";0
"422";"Papilio_laglaizei";"Archon_apollinaris";NA
"423";"Papilio_troilus";"Archon_apollinaris";0
"424";"Papilio_palamedes";"Archon_apollinaris";0
"425";"Papilio_pilumnus";"Archon_apollinaris";0
"426";"Papilio_multicaudata";"Archon_apollinaris";0
"427";"Papilio_eurymedon";"Archon_apollinaris";0
"428";"Papilio_rutulus";"Archon_apollinaris";0
"429";"Papilio_glaucus";"Archon_apollinaris";NA
"430";"Papilio_scamander";"Archon_apollinaris";0
"431";"Papilio_garamas";"Archon_apollinaris";0
"432";"Papilio_victorinus";"Archon_apollinaris";NA
"433";"Papilio_homerus";"Archon_apollinaris";0
"434";"Papilio_euterpinus";"Archon_apollinaris";NA
"435";"Papilio_hyppason";"Archon_apollinaris";NA
"436";"Papilio_andraemon";"Archon_apollinaris";0
"437";"Papilio_paeon";"Archon_apollinaris";0
"438";"Papilio_caiguanabus";"Archon_apollinaris";0
"439";"Papilio_thoas";"Archon_apollinaris";0
"440";"Papilio_homothoas";"Archon_apollinaris";0
"441";"Papilio_cresphontes";"Archon_apollinaris";0
"442";"Papilio_androgeus";"Archon_apollinaris";0
"443";"Papilio_thersites";"Archon_apollinaris";0
"444";"Papilio_aristodemus";"Archon_apollinaris";0
"445";"Papilio_astyalus";"Archon_apollinaris";0
"446";"Papilio_himeros";"Archon_apollinaris";0
"447";"Papilio_torquatus";"Archon_apollinaris";0
"448";"Papilio_hectorides";"Archon_apollinaris";0
"449";"Papilio_oxynius";"Archon_apollinaris";0
"450";"Papilio_pelaus";"Archon_apollinaris";0
"451";"Papilio_isidorus";"Archon_apollinaris";0
"452";"Papilio_anchisiades";"Archon_apollinaris";0
"453";"Papilio_epenetus";"Archon_apollinaris";NA
"454";"Papilio_erostratus";"Archon_apollinaris";0
"455";"Papilio_pharnaces";"Archon_apollinaris";NA
"456";"Papilio_alexanor";"Archon_apollinaris";0,114330193058338
"457";"Papilio_anactus";"Archon_apollinaris";0
"458";"Papilio_gigon";"Archon_apollinaris";0
"459";"Papilio_noblei";"Archon_apollinaris";NA
"460";"Papilio_demolion";"Archon_apollinaris";NA
"461";"Papilio_delalandei";"Archon_apollinaris";0
"462";"Papilio_lormieri";"Archon_apollinaris";0
"463";"Papilio_rex";"Archon_apollinaris";0
"464";"Papilio_phorcas";"Archon_apollinaris";0
"465";"Papilio_meriones";"Archon_apollinaris";NA
"466";"Papilio_dardanus";"Archon_apollinaris";0
"467";"Papilio_xuthus";"Archon_apollinaris";0
"468";"Papilio_indra";"Archon_apollinaris";0
"469";"Papilio_polyxenes";"Archon_apollinaris";0
"470";"Papilio_zelicaon";"Archon_apollinaris";0
"471";"Papilio_hospiton";"Archon_apollinaris";0
"472";"Papilio_machaon";"Archon_apollinaris";0,00672881575999786
"473";"Papilio_hippocrates";"Archon_apollinaris";NA
"474";"Papilio_nobilis";"Archon_apollinaris";0
"475";"Papilio_epiphorbas";"Archon_apollinaris";0
"476";"Papilio_nireus";"Archon_apollinaris";0
"477";"Papilio_oribazus";"Archon_apollinaris";0
"478";"Papilio_montrouzieri";"Archon_apollinaris";0
"479";"Papilio_crino";"Archon_apollinaris";0
"480";"Papilio_blumei";"Archon_apollinaris";0
"481";"Papilio_buddha";"Archon_apollinaris";0
"482";"Papilio_palinurus";"Archon_apollinaris";0
"483";"Papilio_neumoegeni";"Archon_apollinaris";0
"484";"Papilio_lorquinianus";"Archon_apollinaris";0
"485";"Papilio_peranthus";"Archon_apollinaris";0
"486";"Papilio_arcturus";"Archon_apollinaris";0
"487";"Papilio_polyctor";"Archon_apollinaris";0
"488";"Papilio_bianor";"Archon_apollinaris";0
"489";"Papilio_morondavana";"Archon_apollinaris";0
"490";"Papilio_grosesmithi";"Archon_apollinaris";0
"491";"Papilio_demoleus";"Archon_apollinaris";NA
"492";"Papilio_demodocus";"Archon_apollinaris";0
"493";"Papilio_iswara";"Archon_apollinaris";NA
